ano,codigo,rdeser,total_matriculados,mat_mas,promedio_edad,municipal,particular,arancel,total_titulados,rmat_tit,clasif_inst_n3,area_ocde,modalidad,jornada,acreditada
2014,I3S1C54J1V1,0.114035087719298,114,0.403508771929825,22.5,0.0964912280701754,0.473684210526316,3276000,16,0.375,Universidades Privadas,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,2
2014,I3S1C4J1V1,0.474452554744526,274,0.543795620437956,20.4,0.204379562043796,0.156934306569343,2395000,19,0.526315789473684,Universidades Privadas,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,2
2014,I3S1C49J1V1,0.130801687763713,474,0.786919831223629,22,0.164556962025316,0.333333333333333,4006000,40,0.7,Universidades Privadas,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,2
2014,I3S1C48J1V1,0.0793650793650794,126,0.611111111111111,21.5,0.166666666666667,0.325396825396825,3276000,20,0.6,Universidades Privadas,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,1
2014,I3S1C46J1V1,0.053781512605042,595,0.161344537815126,22.2,0.226890756302521,0.126050420168067,3498000,77,0.0909090909090909,Universidades Privadas,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,1
2014,I3S1C44J1V1,0.0897009966777409,301,0.541528239202658,21.3,0.102990033222591,0.458471760797342,3615000,56,0.714285714285714,Universidades Privadas,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,1
2014,I3S1C41J1V1,0.120898100172712,579,0.556131260794473,21.8,0.0898100172711572,0.61139896373057,3928000,75,0.613333333333333,Universidades Privadas,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,1
2014,I47S3C9J1V1,0.1,90,0.177777777777778,21.7,0.233333333333333,0.0111111111111111,1940000,10,0.3,Universidades Privadas,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,1
2014,I3S1C324J2V1,0.5,24,0.583333333333333,34,0.0416666666666667,0.25,1270000,6,0.666666666666667,Universidades Privadas,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,2
2014,I3S1C315J2V1,0.714285714285714,21,0.0952380952380952,41.8,,0.0476190476190476,1050000,6,0.166666666666667,Universidades Privadas,EDUCACI�N,PRESENCIAL,VESPERTINO,2
2014,I3S1C309J2V1,0.173913043478261,46,0.608695652173913,26,0.0652173913043478,0.58695652173913,3967000,8,0.625,Universidades Privadas,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,2
2014,I3S1C308J2V1,0.628571428571429,70,0.585714285714286,31.6,0.114285714285714,0.142857142857143,3675000,1,1,Universidades Privadas,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,2
2014,I3S1C306J2V1,0.260869565217391,69,0.782608695652174,33.7,0.0434782608695652,0.0869565217391304,4900000,21,0.80952380952381,Universidades Privadas,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,2
2014,I3S1C304J2V1,0.80952380952381,84,0.738095238095238,34.7,0.0357142857142857,0.0357142857142857,5292000,16,0.75,Universidades Privadas,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,2
2014,I3S1C303J2V1,0.303191489361702,188,0.515957446808511,35.6,0.0265957446808511,0.0691489361702128,3552500,8,0.375,Universidades Privadas,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,2
2014,I3S1C2J1V1,0.163429336905559,1493,0.609511051574012,21.4,0.112525117213664,0.532484929671802,4006000,149,0.557046979865772,Universidades Privadas,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,1
2014,I3S1C291J2V1,0.8,20,0.2,29,0.15,0.3,900000,4,0.5,Universidades Privadas,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,2
2014,I3S1C285J2V1,0.636363636363636,33,0.333333333333333,33.7,0.0303030303030303,0.181818181818182,1100000,10,0.5,Universidades Privadas,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,2
2014,I3S1C265J1V1,0.384615384615385,65,0.584615384615385,29.3,0.0923076923076923,0.353846153846154,2250000,2,1,Universidades Privadas,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,2
2014,I3S1C258J2V1,0.516129032258065,31,0.161290322580645,39.2,0.032258064516129,,1560000,7,,Universidades Privadas,SERVICIOS,PRESENCIAL,VESPERTINO,2
2014,I16S8C53J2V1,0.208333333333333,96,0.166666666666667,27.9,0.583333333333333,,1850860,1,,Universidades Privadas,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,VESPERTINO,2
2014,I3S1C257J2V1,0.108695652173913,46,0.434782608695652,35.3,0.0869565217391304,0.152173913043478,1300000,16,0.5,Universidades Privadas,EDUCACI�N,PRESENCIAL,VESPERTINO,2
